Incident ID,Status,Affected CI,Primary Affected Service,Title,Assignment Group,Open Time,Area,Outage Start,Outage End,Assignee,Closure Code,Solution,Description,Department
IM1510669,Closed,CPE_TUNB626_FTTH_Emerson,CPE Service - TUNB,cpe_tunb626_ftth_emerson Down,Support Technique Fixe et B2B,2/11/2022 13:08,Network,2/11/2022 11:29,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347                  ,Noeud: cpe_tunb626_ftth_emerson  Sévérité: major  Temps de création: 11/02/22 11:29:16  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node CPE_TUNB626_FTTH_Emerson DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338554,Département Maintenance
IM1510670,Closed,RNIA_KAI8322_MW_118073_Cite_Ibn_Jazzar_Kairouan,RNIA Service - KAI, RNIA_KAI8322_MW_118073_Cite_Ibn_Jazzar_Kairouan.ooreddo.tn DOWN,Support Technique Fixe et B2B,2/11/2022 13:08,Network,2/11/2022 11:29,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347,Noeud: null  Sévérité: major  Temps de création: 11/02/22 11:29:20  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node RNIA_KAI8322_MW_118073_Cite_Ibn_Jazzar_Kairouan.ooreddo.tn DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338558,Département Maintenance
IM1510671,Closed,CPE_TUNB044_FTTH_MAGIC_LIFE_BUREAU_TUNIS,CPE Service - TUNB,cpe_tunb044_ftth_magic_life_bureau_tunis Down,Support Technique Fixe et B2B,2/11/2022 13:08,Network,2/11/2022 11:29,2/11/2022 12:39,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347                  ,Noeud: cpe_tunb044_ftth_magic_life_bureau_tunis  Sévérité: major  Temps de création: 11/02/22 11:29:27  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node CPE_TUNB044_FTTH_MAGIC_LIFE_BUREAU_TUNIS DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338561,Département Maintenance
IM1510672,Closed,CPE_TUN_B938_MW_GIEStreicherBouchamaouiNAWARACPF,CPE Service - TUNB,cpe_tun_b938_mw_giestreicherbouchamaouinawaracpf Down,Support Technique Fixe et B2B,2/11/2022 13:08,Network,2/11/2022 11:29,2/11/2022 12:39,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347                  ,Noeud: cpe_tun_b938_mw_giestreicherbouchamaouinawaracpf  Sévérité: major  Temps de création: 11/02/22 11:29:29  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node CPE_TUN_B938_MW_GIEStreicherBouchamaouiNAWARACPF DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338563,Département Maintenance
IM1510673,Closed,CPE_TUNB138_FTTH_vermeg_BatimentCONSTANCE,CPE Service - TUNB,CPE_TUNB138_FTTH_vermeg_BatimentCONSTANCE.tunisiana.com DOWN,Support Technique Fixe et B2B,2/11/2022 13:08,Network,2/11/2022 11:29,2/11/2022 12:39,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347                  ,Noeud: null  Sévérité: major  Temps de création: 11/02/22 11:29:28  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node CPE_TUNB138_FTTH_vermeg_BatimentCONSTANCE.tunisiana.com DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338562,Département Maintenance
IM1510674,Closed,CPE_SFX8609_FTTH_TUNBETS_Sfax,CPE Service - SFX8,cpe_sfx8609_ftth_tunbets_sfax Down,Support Technique Fixe et B2B,2/11/2022 13:08,Network,2/11/2022 11:29,2/11/2022 12:39,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347                  ,Noeud: cpe_sfx8609_ftth_tunbets_sfax  Sévérité: major  Temps de création: 11/02/22 11:29:25  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node CPE_SFX8609_FTTH_TUNBETS_Sfax DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338560,Département Maintenance
IM1510675,Closed,CPE_MED8306_MW_Attijari_Bank_BenGuerdainne,CPE Service - MED,CPE_MED8306_MW_Attijari_Bank_BenGuerdainne.ooredoo.com DOWN,Support Technique Fixe et B2B,2/11/2022 13:08,Network,2/11/2022 11:29,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347                  ,Noeud: opscxprod  Sévérité: major  Temps de création: 11/02/22 11:29:20  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node CPE_MED8306_MW_Attijari_Bank_BenGuerdainne.ooredoo.com DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338557,Département Maintenance
IM1510676,Closed,BEST_TUNB013_FTTH_Lycee-Wafa,BEST Service - TUN,best_tunb013_ftth_lycee-wafa Down,Support Technique Fixe et B2B,2/11/2022 13:08,Network,2/11/2022 11:29,2/11/2022 12:39,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347                  ,Noeud: best_tunb013_ftth_lycee-wafa  Sévérité: major  Temps de création: 11/02/22 11:29:24  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node BEST_TUNB013_FTTH_Lycee-Wafa DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338559,Département Maintenance
IM1510677,Closed,CPE_ZAG8315_MW_LMP_SIEGE,CPE Service - ZAG,cpe_zag8315_mw_lmp_siege Down,Support Technique Fixe et B2B,2/11/2022 13:08,Network,2/11/2022 11:29,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347,Noeud: cpe_zag8315_mw_lmp_siege  Sévérité: major  Temps de création: 11/02/22 11:29:40  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node CPE_ZAG8315_MW_LMP_SIEGE.tunisiana.com DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338578,Département Maintenance
IM1510678,Closed,CPE_BAR8979_MW_STB_FOUCHANA,CPE Service - BAR,cpe_bar8979_mw_stb_fouchana Down,Support Technique Fixe et B2B,2/11/2022 13:08,Network,2/11/2022 11:29,2/11/2022 12:39,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347                  ,Noeud: cpe_bar8979_mw_stb_fouchana  Sévérité: major  Temps de création: 11/02/22 11:29:30  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node CPE_BAR8979_MW_STB_FOUCHANA DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338564,Département Maintenance
IM1510679,Closed,CPE_NAB8889_MW_ZITOUNA_Grombalia,CPE Service - NAB,cpe_nab8889_mw_zitouna_grombalia Down,Support Technique Fixe et B2B,2/11/2022 13:08,Network,2/11/2022 11:29,2/11/2022 12:39,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347                  ,Noeud: cpe_nab8889_mw_zitouna_grombalia  Sévérité: major  Temps de création: 11/02/22 11:29:33  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node CPE_NAB8889_MW_ZITOUNA_Grombalia DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338566,Département Maintenance
IM1510680,Closed,CPE_TUNB808_FTTH_AETECH,CPE Service - TUNB,cpe_tunb808_ftth_aetech Down,Support Technique Fixe et B2B,2/11/2022 13:08,Network,2/11/2022 11:29,2/11/2022 12:39,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347                  ,Noeud: cpe_tunb808_ftth_aetech  Sévérité: major  Temps de création: 11/02/22 11:29:33  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node CPE_TUNB808_FTTH_AETECH.tunisiana.com DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338567,Département Maintenance
IM1510681,Closed,CPE_TUNB031_FO_COMAF_Manifacture,CPE Service - TUN,cpe_tunb031_fo_comaf_manifacture Down,Support Technique Fixe et B2B,2/11/2022 13:08,Network,2/11/2022 11:29,2/11/2022 12:39,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347                  ,Noeud: cpe_tunb031_fo_comaf_manifacture  Sévérité: major  Temps de création: 11/02/22 11:29:30  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node CPE_TUNB031_FO_COMAF_Manifacture.tunisiana.com DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338565,Département Maintenance
IM1510682,Closed,CPE_SFX8838_MW_Nutrisud3,CPE Service - SFX8,cpe_sfx8838_mw_nutrisud3 Down,Support Technique Fixe et B2B,2/11/2022 13:08,Network,2/11/2022 11:29,2/11/2022 12:40,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347                  ,Noeud: cpe_sfx8838_mw_nutrisud3  Sévérité: major  Temps de création: 11/02/22 11:29:33  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node CPE_SFX8838_MW_Nutrisud3.tunisiana.com DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338568,Département Maintenance
IM1510683,Closed,CPE_TUN8940_FO_Attijari_LAC2,CPE Service - TUN,cpe_tun8940_fo_attijari_lac2 Down,Support Technique Fixe et B2B,2/11/2022 13:08,Network,2/11/2022 11:29,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347,Noeud: cpe_tun8940_fo_attijari_lac2  Sévérité: major  Temps de création: 11/02/22 11:29:42  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node CPE_TUN8940_FO_Attijari_LAC2 DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338580,Département Maintenance
IM1510684,Closed,CPE_TUNB198_MW_BNA_AV_DE_PARIS,CPE Service - TUN,cpe_tunb198_mw_bna_av_de_paris Down,Support Technique Fixe et B2B,2/11/2022 13:08,Network,2/11/2022 11:29,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347                  ,Noeud: cpe_tunb198_mw_bna_av_de_paris  Sévérité: major  Temps de création: 11/02/22 11:29:37  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node CPE_TUNB198_MW_BNA_AV_DE_PARIS DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338573,Département Maintenance
IM1510685,Closed,RNIA_MAH8308_MW_119007_Commissariat_Regional_pour_la_Culture_de_Mahdia,RNIA Service - MAH,RNIA_MAH8308_MW_119007_Commissariat_Regional_pour_la_Culture_de_Mahdia.ooredoo.tn DOWN,Support Technique Fixe et B2B,2/11/2022 13:09,Network,2/11/2022 11:29,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347,Noeud: null  Sévérité: major  Temps de création: 11/02/22 11:29:40  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node RNIA_MAH8308_MW_119007_Commissariat_Regional_pour_la_Culture_de_Mahdia.ooredoo.tn DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338579,Département Maintenance
IM1510686,Closed,CPE_SOS8439_FTTH_SOROMAP_TUNISIE,CPE Service - SOS8,cpe_sos8439_ftth_soromap_tunisie Down,Support Technique Fixe et B2B,2/11/2022 13:09,Network,2/11/2022 11:29,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347                  ,Noeud: cpe_sos8439_ftth_soromap_tunisie  Sévérité: major  Temps de création: 11/02/22 11:29:36  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node CPE_SOS8439_FTTH_SOROMAP_TUNISIE.tunisiana.com DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338572,Département Maintenance
IM1510687,Closed,CPE_TUNB712_MW_STE_SIPP,CPE Service - TUNB,cpe_tunb712_mw_ste_sipp Down,Support Technique Fixe et B2B,2/11/2022 13:09,Network,2/11/2022 11:29,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347,Noeud: cpe_tunb712_mw_ste_sipp  Sévérité: major  Temps de création: 11/02/22 11:29:35  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node CPE_TUNB712_MW_STE_SIPP.tunisiana.com DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338571,Département Maintenance
IM1510688,Closed,CPE_SFX8839_FTTH_ENI_Sfax,CPE Service - SFX8,cpe_sfx8839_ftth_eni_sfax Down,Support Technique Fixe et B2B,2/11/2022 13:09,Network,2/11/2022 11:29,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347                  ,Noeud: cpe_sfx8839_ftth_eni_sfax  Sévérité: major  Temps de création: 11/02/22 11:29:43  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node CPE_SFX8839_FTTH_ENI_Sfax DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338581,Département Maintenance
IM1510689,Closed,CPE_GAF8358_MW_OACA_Gafsa,CPE Service - GAF,cpe_gaf8358_mw_oaca_gafsa Down,Support Technique Fixe et B2B,2/11/2022 13:09,Network,2/11/2022 11:29,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347,Noeud: cpe_gaf8358_mw_oaca_gafsa  Sévérité: major  Temps de création: 11/02/22 11:29:35  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node CPE_GAF8358_MW_OACA_Gafsa DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338570,Département Maintenance
IM1510690,Closed,CPE_TUNB824_FTTH_AMEN_BANK_Charguia,CPE Service - TUNB,cpe_tunb824_ftth_amen_bank_charguia Down,Support Technique Fixe et B2B,2/11/2022 13:09,Network,2/11/2022 11:29,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347                  ,Noeud: cpe_tunb824_ftth_amen_bank_charguia  Sévérité: major  Temps de création: 11/02/22 11:29:43  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node CPE_TUNB824_FTTH_AMEN_BANK_Charguia.tunisiana.com DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338582,Département Maintenance
IM1510691,Closed,CPE_TUNB097_FO_SPAIE_TUNIS,CPE Service - TUN,cpe_tunb097_fo_spaie_tunis Down,Support Technique Fixe et B2B,2/11/2022 13:09,Network,2/11/2022 11:29,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347,Noeud: cpe_tunb097_fo_spaie_tunis  Sévérité: major  Temps de création: 11/02/22 11:29:39  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node CPE_TUNB097_FO_SPAIE_TUNIS.tunisiana.com DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338576,Département Maintenance
IM1510692,Closed,CPE_JEN8374_MW_BORDNETZE_TUNISIA_Site_JENDOUBA,CPE Service - JEN,cpe_jen8374_mw_bordnetze_tunisia_site_jendouba Down,Support Technique Fixe et B2B,2/11/2022 13:09,Network,2/11/2022 11:29,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347                  ,Noeud: cpe_jen8374_mw_bordnetze_tunisia_site_jendouba  Sévérité: major  Temps de création: 11/02/22 11:29:34  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node CPE_JEN8374_MW_BORDNETZE_TUNISIA_Site_JENDOUBA DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338569,Département Maintenance
IM1510693,Closed,CPE_TUNB939_MW_MONDIAL-CUIR_Site-Tunis,CPE Service - TUNB,cpe_tunb939_mw_mondial-cuir_site-tunis Down,Support Technique Fixe et B2B,2/11/2022 13:09,Network,2/11/2022 11:29,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347,Noeud: cpe_tunb939_mw_mondial-cuir_site-tunis  Sévérité: major  Temps de création: 11/02/22 11:29:37  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node CPE_TUNB939_MW_MONDIAL-CUIR_Site-Tunis DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338574,Département Maintenance
IM1510694,Closed,CPE_SFX8999_MW_ZITOUNA_THD_AIN,CPE Service - SFX8,cpe_sfx8999_mw_zitouna_thd_ain Down,Support Technique Fixe et B2B,2/11/2022 13:09,Network,2/11/2022 11:29,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347                  ,Noeud: cpe_sfx8999_mw_zitouna_thd_ain  Sévérité: major  Temps de création: 11/02/22 11:29:40  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node CPE_SFX8999_MW_ZITOUNA_THD_AIN DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338577,Département Maintenance
IM1510695,Closed,CPE_SFX8466_1_FO_MUN-Sfax_Arrondissement-ELHABIB,CPE Service - SFX8,CPE_SFX8466_1_FO_MUN-Sfax_Arrondissement-ELHABIB.tunisiana.com DOWN,Support Technique Fixe et B2B,2/11/2022 13:09,Network,2/11/2022 11:29,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347,Noeud: null  Sévérité: major  Temps de création: 11/02/22 11:29:38  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node CPE_SFX8466_1_FO_MUN-Sfax_Arrondissement-ELHABIB.tunisiana.com DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338575,Département Maintenance
IM1510696,Closed,CPE_TUNB423_MW_STENEXTCARE,CPE Service - TUNB,cpe_tunb423_mw_stenextcare Down,Support Technique Fixe et B2B,2/11/2022 13:09,Network,2/11/2022 11:29,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347                  ,Noeud: cpe_tunb423_mw_stenextcare  Sévérité: major  Temps de création: 11/02/22 11:29:52  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node CPE_TUNB423_MW_STENEXTCARE DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338594,Département Maintenance
IM1510697,Closed,CPE_NAB8922_MW_SPERIAN,CPE Service - NAB,cpe_nab8922_mw_sperian Down,Support Technique Fixe et B2B,2/11/2022 13:09,Network,2/11/2022 11:29,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347,Noeud: cpe_nab8922_mw_sperian  Sévérité: major  Temps de création: 11/02/22 11:29:53  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node CPE_NAB8922_MW_SPERIAN DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338595,Département Maintenance
IM1510698,Closed,CPE_TUNB385_MW_Ste_WINCOM_Site_Siege,CPE Service - TUN,cpe_tunb385_mw_ste_wincom_site_siege Down,Support Technique Fixe et B2B,2/11/2022 13:09,Network,2/11/2022 11:29,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347                  ,Noeud: cpe_tunb385_mw_ste_wincom_site_siege  Sévérité: major  Temps de création: 11/02/22 11:29:53  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node CPE_TUNB385_MW_Ste_WINCOM_Site_Siege.tunisiana.com DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338596,Département Maintenance
IM1510699,Closed,CPE_NAB8876_MWE_ZEN_Hammamet,CPE Service - NAB,cpe_nab8876_mwe_zen_hammamet Down,Support Technique Fixe et B2B,2/11/2022 13:09,Network,2/11/2022 11:29,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347,Noeud: cpe_nab8876_mwe_zen_hammamet  Sévérité: major  Temps de création: 11/02/22 11:29:54  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node CPE_NAB8876_MWE_ZEN_Hammamet DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338597,Département Maintenance
IM1510700,Closed,CPE_BAR8305_FO_GROUP-BAYAHI_TPR,CPE Service - BAR,cpe_bar8305_fo_group-bayahi_tpr Down,Support Technique Fixe et B2B,2/11/2022 13:10,Network,2/11/2022 11:29,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347                  ,Noeud: cpe_bar8305_fo_group-bayahi_tpr  Sévérité: major  Temps de création: 11/02/22 11:29:50  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node CPE_BAR8305_FO_GROUP-BAYAHI_TPR DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338590,Département Maintenance
IM1510701,Closed,CPE_TUNB073_MW_STB_Palestine,CPE Service - TUN,cpe_tunb073_mw_stb_palestine Down,Support Technique Fixe et B2B,2/11/2022 13:10,Network,2/11/2022 11:29,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347,Noeud: cpe_tunb073_mw_stb_palestine  Sévérité: major  Temps de création: 11/02/22 11:29:50  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node CPE_TUNB073_MW_STB_Palestine DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338588,Département Maintenance
IM1510702,Closed,RNIA_KAI8324_MW_118075_resto_universitaire_okbaB,RNIA Service - KAI,rnia_kai8324_mw_118075_resto_universitaire_okbab Down,Support Technique Fixe et B2B,2/11/2022 13:10,Network,2/11/2022 11:29,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347                  ,Noeud: rnia_kai8324_mw_118075_resto_universitaire_okbab  Sévérité: major  Temps de création: 11/02/22 11:29:51  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node RNIA_KAI8324_MW_118075_resto_universitaire_okbaB DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338592,Département Maintenance
IM1510703,Closed,CPE_MAH8329_MW_STTGO,CPE Service - MAH,cpe_mah8329_mw_sttgo Down,Support Technique Fixe et B2B,2/11/2022 13:10,Network,2/11/2022 11:29,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347,Noeud: cpe_mah8329_mw_sttgo  Sévérité: major  Temps de création: 11/02/22 11:29:52  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node CPE_MAH8329_MW_STTGO DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338593,Département Maintenance
IM1510704,Closed,CPE_SOS8339_MW_Attijari_Bank_Msaken,CPE Service - SOS8,cpe_sos8339_mw_attijari_bank_msaken Down,Support Technique Fixe et B2B,2/11/2022 13:10,Network,2/11/2022 11:29,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347                  ,Noeud: cpe_sos8339_mw_attijari_bank_msaken  Sévérité: major  Temps de création: 11/02/22 11:29:49  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node CPE_SOS8339_MW_Attijari_Bank_Msaken.ooreddo.tn DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338587,Département Maintenance
IM1510705,Closed,CPE_TUN8353_1_MW_OACA_agenceTunis,CPE Service - TUN,cpe_tun8353_1_mw_oaca_agencetunis Down,Support Technique Fixe et B2B,2/11/2022 13:10,Network,2/11/2022 11:29,2/11/2022 15:00,moez.abdelmouleh,Resolved without intervention,Retour sans intervention (suite pb network survenu le 11/02/2022  a 11:02 )      causant un pb de network pour les O&M des clients B2B )1509347,Noeud: cpe_tun8353_1_mw_oaca_agencetunis  Sévérité: major  Temps de création: 11/02/22 11:29:51  Temps de réception: 11/02/22 12:10:08  Application: null  Objet: null  Texte message: Node CPE_TUN8353_1_MW_OACA_agenceTunis DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2338591,Département Maintenance
